40920.0	8.326976	0.953952	2	
14488.0	7.153469	1.673904	1	
26052.0	1.441871	0.805124	1	
75136.0	13.147394	0.428964	2	
38344.0	1.669788	0.134296	1	
72993.0	10.14174	1.032955	2	
35948.0	6.830792	1.213192	1	
42666.0	13.276369	0.54388	2	
67497.0	8.631577	0.749278	2	
35483.0	12.273169	1.508053	1	
50242.0	3.723498	0.831917	2	
63275.0	8.385879	1.669485	2	
5569.0	4.875435	0.728658	1	
51052.0	4.680098	0.625224	2	
77372.0	15.29957	0.331351	2	
43673.0	1.889461	0.191283	2	
61364.0	7.516754	1.269164	2	
69673.0	14.239195	0.261333	2	
15669.0	0.0	1.250185	1	
28488.0	10.528555	1.304844	1	
6487.0	3.540265	0.822483	1	
37708.0	2.991551	0.83392	1	
22620.0	5.297865	0.638306	1	
28782.0	6.593803	0.187108	1	
19739.0	2.81676	1.686209	1	
36788.0	12.458258	0.649617	1	
5741.0	0.0	1.656418	1	
28567.0	9.968648	0.731232	1	
6808.0	1.364838	0.640103	1	
41611.0	0.230453	1.151996	2	
36661.0	11.865402	0.88281	1	
43605.0	0.12046	1.352013	2	
15360.0	8.545204	1.340429	1	
63796.0	5.856649	0.160006	2	
10743.0	9.665618	0.778626	1	
70808.0	9.778763	1.084103	2	
72011.0	4.932976	0.632026	2	
5914.0	2.216246	0.587095	1	
14851.0	14.305636	0.632317	1	
33553.0	12.591889	0.686581	1	
44952.0	3.424649	1.004504	2	
17934.0	0.0	0.147573	1	
27738.0	8.533823	0.205324	1	
29290.0	9.829528	0.23862	1	
42330.0	11.492186	0.263499	2	
36429.0	3.570968	0.832254	1	
39623.0	1.771228	0.207612	1	
32404.0	3.513921	0.991854	1	
27268.0	4.398172	0.975024	1	
5477.0	4.276823	1.174874	1	
14254.0	5.946014	1.614244	1	
68613.0	13.79897	0.724375	2	
41539.0	10.393591	1.663724	2	
7917.0	3.007577	0.297302	1	
21331.0	1.031938	0.486174	1	
8338.0	4.751212	0.064693	1	
5176.0	3.692269	1.655113	1	
18983.0	10.448091	0.267652	1	
68837.0	10.585786	0.329557	2	
13438.0	1.604501	0.069064	1	
48849.0	3.679497	0.961466	2	
12285.0	3.795146	0.696694	1	
7826.0	2.531885	1.659173	1	
5565.0	9.73334	0.977746	1	
10346.0	6.093067	1.413798	1	
1823.0	7.71296	1.054927	1	
9744.0	11.470364	0.760461	1	
16857.0	2.886529	0.934416	1	
39336.0	10.054373	1.138351	1	
65230.0	9.97247	0.881876	2	
2463.0	2.335785	1.366145	1	
27353.0	11.375155	1.528626	1	
16191.0	0.0	0.605619	1	
12258.0	4.126787	0.357501	1	
